SORT,Begrotingsprogramma,THEMA,Variabele,Label,Labelkort,Definitie,Bron,Peildatum,Verschijningsfrequentie,Rekeneenheid,Symbool,GROEP,format,Thema Kerncijfertabel,Kleurenpalet,LegendaCode,SD minimum Bevtotaal,SD minimum WvoorrBAG,Geenkerncijfer
6521,"Onderwijs, jeugd en diversiteit",Onderwijs,OLLBAO,PO: Leerlingen Basisonderwijs,Leerlingen PO,Aantal leerlingen op de scholen voor basisonderwijs (bao) naar gebied van de van hoofd- dan wel nevenvestiging . D,DUO,1 oktober,1 keer per jaar,2,,leerlingen,F8.,,9,3,0,0,0
6531,"Onderwijs, jeugd en diversiteit",Onderwijs,OBAO_PROG2015,Basisgeneratie prognose 2015,Basisgeneratie prognose 2015,"Prognose uit 2015 voor de omvang van de basisgeneratie op 1 januari. De basisgeneratie is het aantal kinderen in de basisschoolleeftijd en wordt berekend als het aantal kinderen van 4 tot en met 11 jaar en 30% van het aantal 12-jarigen. De basisgeneratie in toekomstige jaren wordt afgeleid uit de bevolkingsaantallen per leeftijd, die berekend zijn in de bevolkingsprognose.",OIS,42644,eenmalig,2,,,F8.,,9,3,0,0,0
6541,"Onderwijs, jeugd en diversiteit",Onderwijs,OBAO_PROG2016,Basisgeneratie prognose 2016,Basisgeneratie prognose 2016,"Prognose uit 2016 voor de omvang van de basisgeneratie op 1 januari. De basisgeneratie is het aantal kinderen in de basisschoolleeftijd en wordt berekend als het aantal kinderen van 4 tot en met 11 jaar en 30% van het aantal 12-jarigen. De basisgeneratie in toekomstige jaren wordt afgeleid uit de bevolkingsaantallen per leeftijd, die berekend zijn in de bevolkingsprognose.",OIS,42644,eenmalig,2,,,F8.,,9,3,0,0,0
6551,"Onderwijs, jeugd en diversiteit",Onderwijs,OBAO_PROG2018,Basisgeneratie prognose 2018,Basisgeneratie prognose 2018,"Prognose uit 2018 voor de omvang van de basisgeneratie op 1 januari. De basisgeneratie is het aantal kinderen in de basisschoolleeftijd en wordt berekend als het aantal kinderen van 4 tot en met 11 jaar en 30% van het aantal 12-jarigen. De basisgeneratie in toekomstige jaren wordt afgeleid uit de bevolkingsaantallen per leeftijd, die berekend zijn in de bevolkingsprognose.",OIS,42644,eenmalig,2,,,F8.,,9,3,0,0,0
6561,"Onderwijs, jeugd en diversiteit",Onderwijs,OSCHSO,SO: Scholen,Scholen SO,"Aantal scholen Speciaal Onderwijs inclusief speciaal basisonderwijs (SBO).

Speciaal onderwijs bestaat uit 4 clusters:
Cluster 1: blinde, slechtziende kinderen 
Cluster 2: dove, slechthorende kinderen 
Cluster 3: gehandicapte en langdurig zieke kinderen 
Cluster 4: kinderen met stoornissen en gedragsproblemen.

Speciale basisscholen zijn bedoeld voor moeilijk lerende kinderen, kinderen met opvoedingsmoeilijkheden en alle andere kinderen die speciale ondersteuning en aandacht nodig hebben. 
 
",DUO,1 oktober,1 keer per jaar,2,,scholen,F8.,,9,3,0,0,0
6571,"Onderwijs, jeugd en diversiteit",Onderwijs,OLLSO,SO: Leerlingen,Leerlingen SO,"Leerlingen Speciaal Onderwijs inclusief speciaal basisonderwijs (SBO) dat in het gebied naar school gaat .

Speciaal onderwijs bestaat uit 4 clusters:
Cluster 1: blinde, slechtziende kinderen 
Cluster 2: dove, slechthorende kinderen 
Cluster 3: gehandicapte en langdurig zieke kinderen 
Cluster 4: kinderen met stoornissen en gedragsproblemen.

Speciale basisscholen zijn bedoeld voor moeilijk lerende kinderen, kinderen met opvoedingsmoeilijkheden en alle andere kinderen die speciale ondersteuning en aandacht nodig hebben.",DUO,1 oktober,1 keer per jaar,2,,leerlingen,F8.,,9,3,0,0,0
6581,"Onderwijs, jeugd en diversiteit",Onderwijs,OLLGEW_P,PO: % Gewichtenleerlingen,Gewichtenleerlingen (%),"Aandeel leerlingen op de basisscholen (exclusief speciaal basisonderwijs) in het gebied met een leerlinggewicht uit de gewichtenregeling primair onderwijs. 
Of een leerling een gewicht toegekend krijgt, hangt af van het opleidingsniveau van de ouders. Kinderen krijgen geen gewicht toegekend als één of beide ouders minimaal drie jaar mavo (c- of d-niveau), of vmbo gemengde leerweg, of theoretische leerweg heeft genoten, of meer dan twee jaar havo of vwo gevolgd.",DUO,,1 keer per jaar,1,%,,F5.1,,2,2,0,0,0
6591,"Onderwijs, jeugd en diversiteit",Onderwijs,O_OPLPO_L_P,PO: % ouders laagopgeleid,PO: % ouders laagopgeleid,"Aandeel van de basisschoolleerlingen (exclusief speciaal basisonderwijs) die in het gebied wonen waarvan de hoogst opgeleide ouder laag opgeleid is (basisschool/vmbo). 

De peildatum heeft betrekking op het jaar waarin de leerlingen zijn geteld. Het opleidingsniveau van de ouders is 1 a 2 jaar eerder bepaald.  

Er worden alleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 laagopgeleide ouders.",DUO / CBS / bewerking OIS,1  oktober,1 keer per jaar,1,%,,F8.,"Onderwijs, jeugd en diversiteit",2,2,0,0,0
6601,"Onderwijs, jeugd en diversiteit",Onderwijs,O_OPLPO_M_P,PO: % ouders middelbaar opgeleid,PO: % ouders middelbaar opgeleid,"Aandeel van de basisschoolleerlingen (exclusief speciaal basisonderwijs) die in het gebied wonen waarvan de hoogst opgeleide ouder  middelbaar opgeleid is (MBO of havo/vwo). 

De peildatum heeft betrekking op het jaar waarin de leerlingen zijn geteld. Het opleidingsniveau van de ouders is 1 a 2 jaar eerder bepaald.  

Er worden alleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 middelbaar opgeleide ouders.",DUO / CBS / bewerking OIS,1  oktober,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6611,"Onderwijs, jeugd en diversiteit",Onderwijs,O_OPLPO_P,PO: % ouders hoogopgeleid,PO: % ouders hoogopgeleid,"Aandeel van de basisschoolleerlingen (exclusief speciaal basisonderwijs) die in het gebied wonen met minimaal een hoogopgeleide ouder (HBO of WO). 

De peildatum heeft betrekking op het jaar waarin de leerlingen zijn geteld. Het opleidingsniveau van de ouders is 1 a 2 jaar eerder bepaald.  

Er worden alleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 hoogopgeleide ouders.",DUO / CBS / bewerking OIS,1  oktober,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6621,"Onderwijs, jeugd en diversiteit",Onderwijs,OAANBODBAO_R,PO: aanbod basisscholen (1-10),Basisscholen (1-10),"Gemiddeld rapportcijfer dat bewoners geven als antwoord op de vraag: Wat vindt u van het aanbod van basisscholen in uw buurt? (1=ruim onvoldoende, 10= ruim voldoende).

Er wordt alleen gerapporteerd over gebieden met minstens 50 respondenten.",Wonen in Amsterdam,nvt,1 keer in de twee jaar in de oneven jaren,3,,,F5.1,,1,1,0,0,0
6631,"Onderwijs, jeugd en diversiteit",Onderwijs,OCITOSCH_GEM,PO: Citoscore (schooladres),Citoscore (schooladres),"Gemiddelde CITO-eindtoetsscore van de deelnemende basisscholen in het gebied. Het gemiddelde van het gebied is een gewogen gemiddelde op basis van de gemiddelde Citoscore van de school en het aantal leerlingen dat aan de toets heeft meegedaan.   

De Cito score (standaardscore) geeft een indicatie van het best passende onderwijstype.
501-523: Basisberoepsgerichte leerweg
524-528: Basis- en kaderberoepsgerichte leerweg
529-536: Gemengde / theoretische leerweg
537-544: Havo
545-550: VWO",DUO,nvt,1 keer per jaar,5,,,F5.1,,1,1,0,0,0
6641,"Onderwijs, jeugd en diversiteit",Onderwijs,OCITO_GEM,PO: Citoscore (woonadres),Citoscore (woonadres),"Gemiddelde CITO-eindtoetsscore van de deelnemende 8e groepers woonachtig in het gebied. Er zijn alleen cijfers opgenomen over gebieden waar minstens 15 kinderen hebben deelgenomen aan de CITO-eindtoets. De gemiddelde citoscore o.b.v. cijfers van OJZ is bekend voor de periode 2010-2014. Nieuwere cijfers zijn beschikbaar onder de variabele Ocitoscore_gem .

De Cito score (standaardscore) geeft een indicatie van het best passende onderwijstype.
501-523: Basisberoepsgerichte leerweg
524-528: Basis- en kaderberoepsgerichte leerweg
529-536: Gemengde / theoretische leerweg
537-544: Havo
545-550: VWO",OJZ,nvt,1 keer per jaar,5,,,F5.1,,1,1,0,0,0
6651,"Onderwijs, jeugd en diversiteit",Onderwijs,OCITOSCORE_GEM,PO: Citoscore CBS (woonadres),Citoscore CBS (woonadres),"Gemiddelde CITO-eindtoetsscore van de deelnemende basisschoolleerlingen woonachtig in het gebied op 31 december van het schooljaar. Bijvoorbeeld: de CITO-eindtoetsscore 2012 betreft schooljaar 2011/2012 en leerlingen op 31 december 2011. Er zijn alleen cijfers opgenomen over gebieden waar minstens 15 kinderen hebben deelgenomen aan de CITO-eindtoets en waarbij geen gegevens te herleiden zijn tot minder dan 10 kinderen. Op basis van cijfers van het CBS is de gemiddelde Citoscore bekend vanaf het jaar 2012.

De Cito score (standaardscore) geeft een indicatie van het best passende onderwijstype.
501-523: Basisberoepsgerichte leerweg
524-528: Basis- en kaderberoepsgerichte leerweg
529-536: Gemengde / theoretische leerweg
537-544: Havo
545-550: VWO",CBS/bewerking OIS,nvt,1 keer per jaar,5,,,F5.1,"Onderwijs, jeugd en diversiteit",1,1,0,0,0
6661,"Onderwijs, jeugd en diversiteit",Onderwijs,OPROLWOO_P,PO: % Basisschooladvies PRO/LWOO,Advies PRO/LWOO (%),"Aandeel 8e groepers met het basisschooladvies praktijkonderwijs of leerwegondersteuning (lwoo) naar woongebied (N> 15 ) 

De cijfers op basis van de bron OJZ zijn beschikbaar over de periode 2010-2015. Meer recente cijfers zijn beschikbaar onder de variabele  OPROVMBOBK_p.",OJZ,nvt,1 keer per jaar,1,%,basisschooladvies,F5.1,,1,2,0,0,0
6671,"Onderwijs, jeugd en diversiteit",Onderwijs,OPROVMBOBK_P,PO: % basisschooladvies PRO/VMBO-BK,Advies PRO/VMBO-BK (%),"Aandeel 8e-groepers met een basisschooladvies met als minimum Praktijkonderwijs, VMBO-B of VMBO-K naar woongebied op 31 december van het schooljaar. Bijvoorbeeld: het advies 2012 betreft schooljaar 2011/2012 en leerlingen op 31 december 2011. Er zijn alleen cijfers opgenomen over gebieden waar minstens 15 kinderen een advies hebben gekregen en waarbij geen gegevens te herleiden zijn tot minder dan 10 kinderen. Verder is om onthulling te voorkomen Westpoort bij West  (stadsdelen), Bos en Lommer (22/27 gebieden, rayons), [Oud/Woon- en groengebied] Sloterdijk (wijken, [alternatieve] buurten) gevoegd. In 2012-2013 is SVO bij Praktijkonderwijs gevoegd i.v.m. onthullingsrisico.

Voor de stad, stadsdelen en 22 gebieden zijn de percentages afgerond op 1 decimaal, voor de kleinere gebiedsindelingen op 0 decimalen. 
Een percentage van 90 staat voor 90% of meer.
",CBS/bewerking OIS,nvt,1 keer per jaar,1,%,basisschooladvies,F5.1,"Onderwijs, jeugd en diversiteit",1,2,0,0,0
6681,"Onderwijs, jeugd en diversiteit",Onderwijs,OVMBO_P,PO: % Basisschooladviezen VMBO,Advies VMBO (%),"Aandeel 8e groepers met het basisschooladvies vmbo, vmbo-havo naar woongebied (N> 15 ) .

De cijfers op basis van de bron OJZ zijn beschikbaar over de periode 2010-2015. Met recente cijfers zijn beschikbaar onder de variabele OadviesVMBOGT_p.",OJZ,nvt,1 keer per jaar,1,%,basisschooladvies,F5.1,,1,2,0,0,0
6691,"Onderwijs, jeugd en diversiteit",Onderwijs,OVMBOGT_P,PO: % Basisschooladviezen VMBO -GT,Advies VMBO -GT,"Aandeel 8e-groepers met een basisschooladvies met als minimum VMBO-G of VMBO-T naar woongebied op 31 december van het schooljaar. Bijvoorbeeld: het advies 2012 betreft schooljaar 2011/2012 en leerlingen op 31 december 2011. Er zijn alleen cijfers opgenomen over gebieden waar minstens 15 kinderen een advies hebben gekregen en waarbij geen gegevens te herleiden zijn tot minder dan 10 kinderen. Verder is om onthulling te voorkomen Westpoort bij West  (stadsdelen), Bos en Lommer (22/27 gebieden, rayons), [Oud/Woon- en groengebied] Sloterdijk (wijken, [alternatieve] buurten) gevoegd. In 2012-2013 is SVO bij Praktijkonderwijs gevoegd i.v.m. onthullingsrisico.

Voor de stad, stadsdelen en 22 gebieden zijn de percentages afgerond op 1 decimaal, voor de kleinere gebiedsindelingen op 0 decimalen. 
Een percentage van 90 staat voor 90% of meer.",CBS/bewerking OIS,nvt,1 keer per jaar,1,%,basisschooladvies,F5.1,,1,2,0,0,0
6701,"Onderwijs, jeugd en diversiteit",Onderwijs,OHAVOVWO_P,PO: % Basisschooladvies Havo of VWO,Advies Havo of VWO (%),"Aandeel 8e groepers met het basisschooladvies voor Havo, Havo-vwo of Vwo naar woongebied (N > 15 ).

De cijfers op basis van de bron OJZ zijn beschikbaar over de periode 2010-2015. Nieuwe cijfers zijn beschikbaar onder variabele OadviesHVWO_p",OJZ,nvt,1 keer per jaar,1,%,basisschooladvies,F5.1,,1,2,0,0,0
6711,"Onderwijs, jeugd en diversiteit",Onderwijs,OHVWO_P,PO: % Basisschooladvies Havo en/of VWO (CBS),Advies Havo en/of VWO (CBS),"Aandeel 8e-groepers met een basisschooladvies voor Havo, Havo/VWO of VWO naar woongebied op 31 december van het schooljaar. Bijvoorbeeld: het advies 2012 betreft schooljaar 2011/2012 en leerlingen op 31 december 2011. Er zijn alleen cijfers opgenomen over gebieden waar minstens 15 kinderen een advies hebben gekregen en waarbij geen gegevens te herleiden zijn tot minder dan 10 kinderen. Verder is om onthulling te voorkomen Westpoort bij West  (stadsdelen), Bos en Lommer (22/27 gebieden, rayons), [Oud/Woon- en groengebied] Sloterdijk (wijken, [alternatieve] buurten) gevoegd. In 2012-2013 is SVO bij Praktijkonderwijs gevoegd i.v.m. onthullingsrisico.

Voor de stad, stadsdelen en 22 gebieden zijn de percentages afgerond op 1 decimaal, voor de kleinere gebiedsindelingen op 0 decimalen. 
Een percentage van 90 staat voor 90% of meer.
",CBS/bewerking OIS,nvt,1 keer per jaar,1,%,basisschooladvies,F5.1,,1,2,0,0,0
6721,"Onderwijs, jeugd en diversiteit",Onderwijs,OSCHVO,VO: Scholen,Scholen VO,"Aantal scholen voor voortgezet onderwijs (AVO, LWOO, VMBO, HAVO, VWO) naar gebied van de van hoofd- dan wel nevenvestiging . 

De adresgegevens komen uit BRIN (Basisregister Instellingen) en worden door scholen zelf opgegeven.",DUO,1 oktober,1 keer per jaar,2,,scholen,F8.,,9,3,0,0,0
6731,"Onderwijs, jeugd en diversiteit",Onderwijs,OLLVO,VO: Leerlingen,Leerlingen VO,"Aantal leerlingen op de scholen voor voortgezet onderwijs (AVO, LWOO, VMBO, HAVO, VWO) naar gebied van de van hoofd- dan wel nevenvestiging . 

De adresgegevens komen uit BRIN (Basisregister Instellingen) en worden door scholen zelf opgegeven.",DUO,1 oktober,1 keer per jaar,2,,leerlingen,F8.,,9,3,0,0,0
6741,"Onderwijs, jeugd en diversiteit",Onderwijs,O_OPLVO_L_P,VO: % ouders laagopgeleid,VO: % ouders laagopgeleid,"Aandeel van de leerlingen in het voortgezet onderwijs die in het gebied wonen waarvan de hoogst opgeleide ouder laagopgeleid is  (basisschool/vmbo). 

De peildatum heeft betrekking op het jaar waarin de leerlingen zijn geteld. Het opleidingsniveau van de ouders is 1 a 2 jaar eerder bepaald.    

Er worden alleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 laagopgeleide ouders.",DUO / CBS / bewerking OIS,1  oktober,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6751,"Onderwijs, jeugd en diversiteit",Onderwijs,O_OPLVO_M_P,VO: % ouders middelbaar opgeleid,VO: % ouders middelbaar opgeleid,"Aandeel van de leerlingen in het voortgezet onderwijs die in het gebied wonen waarvan de hoogst opgeleide ouder middelbaar opgeleid is (MBO of havo/vwo). 

De peildatum heeft betrekking op het jaar waarin de leerlingen zijn geteld. Het opleidingsniveau van de ouders is 1 a 2 jaar eerder bepaald.  
Er worden alleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 middelbaar opgeleide ouders.",DUO / CBS / bewerking OIS,1  oktober,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6761,"Onderwijs, jeugd en diversiteit",Onderwijs,O_OPLVO_P,VO: % ouders hoogopgeleid,VO: % ouders hoogopgeleid,"Aandeel van de leerlingen in het voortgezet onderwijs die in het gebied wonen waarvan de hoogst opgeleide ouder hoogopgeleid is (HBO of WO). 

De peildatum heeft betrekking op het jaar waarin de leerlingen zijn geteld. Het opleidingsniveau van de ouders is 1 a 2 jaar eerder bepaald.  

Er worden alleen cijfers gepresenteerd over gebieden met minstens 100 leerlingen en minstens 20 hoogopgeleide ouders.",DUO / CBS / bewerking OIS,1  oktober,1 keer per jaar,1,%,,F8.,,1,2,0,0,0
6771,"Onderwijs, jeugd en diversiteit",Onderwijs,OBOVENLEERPL,18-22 jaar: bovenleerplichtigen,Bovenleerplichtigen,"Bovenleerplichtige jongeren zijn alle jongeren van 18 tot en met 22 jaar op moment van de peildatum.  Deze jongeren worden geregistreerd in het kader van de RMC (Regionale Meld- en Coördinatiefunctie voortijdig schoolverlaten)-wetgeving: gemeenten zijn verplicht leerlingen die niet meer leerplichtig zijn, tot hun 23e te volgen op weg naar een startkwalificatie, oftewel een diploma op minimaal HAVO/VWO- of MBO-2 niveau. Als deze jongeren dreigen uit te vallen op school, moeten gemeenten een passend aanbod organiseren, zodat deze jongeren alsnog een startkwalificatie kunnen halen.",Erisa,1 juli,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6781,"Onderwijs, jeugd en diversiteit",Onderwijs,OSTARTKWAL_P,18-22 jaar: % Startkwalificatie,Startkwalificatie (%18-22),"Aandeel bovenleerplichtige jongeren van 18 tot en met 22 jaar met een startkwalificatie op de peildatum naar woongebied. Een startkwalificatie is een diploma havo, vwo, mbo niveau 2 of hoger. 

Er worden alleen gegevens gepresenteerd over gebieden met meer dan 15 bovenleerplichtigen.",Erisa,1 juli,1 keer per jaar,1,%,RMC-status,F5.1,,1,2,0,0,0
6791,"Onderwijs, jeugd en diversiteit",Onderwijs,OSCHGAAND_P,18-22 jaar: % Schoolgaand,Schoolgaand (% 18-22),"Aandeel bovenleerplichtige jongeren van 18 tot en met 22 jaar op school zonder een startkwalificatie op de peildatum naar woongebied (op peildatum).

Er worden alleen gegevens gepresenteerd over gebieden met meer dan 15 bovenleerplichtigen.",Erisa,1 juli,1 keer per jaar,1,%,RMC-status,F5.1,,1,2,0,0,0
6801,"Onderwijs, jeugd en diversiteit",Onderwijs,OARBKENMIGR_P,18-22 jaar: % Arbeid kennis migranten,Arbeid kennis migranten (% 18-22),"De arbeid kennismigranten worden ook wel aangeduid als de groep ""geen doelgroep"". Het betreft het aandeel bovenleerplichtige jongeren van 18 tot en met 22 jaar die in Erisa als mogelijk voortijdig schoolverlater staan geregistreerd, maar niet door DUO als schoolverlater worden gemarkeerd. Het is een diverse groep jongeren, vooral uitwisselingsstudenten en eu-arbeidsmigranten, in mindere mate au-pairs en nieuwkomers. 

Er worden alleen gegevens gepresenteerd over gebieden met meer dan 15 bovenleerplichtigen.",Erisa,1 juli,1 keer per jaar,1,%,RMC-status,F5.1,,1,2,0,0,0
6811,"Onderwijs, jeugd en diversiteit",Onderwijs,OLSV_P,18-22 jaar: % Laag opgeleide schoolverlaters,LSV (%18-22 ),"Aandeel bovenleerplichtige jongeren van 18 tot en met 22 jaar dat zonder startkwalificatie het onderwijs heeft verlaten. Een startkwalificatie is een diploma havo, vwo, mbo niveau 2 of hoger. 

Er worden alleen gegevens gepresenteerd over gebieden met meer dan 15 bovenleerplichtigen.",Erisa,1 juli,1 keer per jaar,1,%,RMC-status,F5.1,"Onderwijs, jeugd en diversiteit",2,2,0,0,0
6821,"Onderwijs, jeugd en diversiteit",Onderwijs,OSTUDMBO,Studenten MBO,Studenten MBO,"Aantal bewoners dat staat ingeschreven bij een Mbo-opleiding.

Het peiljaar heeft betrekking op het jaar waarin het schooljaar eindigt. 
Met meest recente peiljaar betreft voorlopige cijfers. 
Er worden alleen gegevens gepresenteerd over gebieden met meer dan 25 MBO-studenten.",CBS/bewerking OIS,mei,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6831,"Onderwijs, jeugd en diversiteit",Onderwijs,OSTUDHBO,Studenten HBO,Studenten HBO,"Aantal bewoners dat staat ingeschreven bij een Hbo-opleiding.

Het peiljaar heeft betrekking op het jaar waarin het schooljaar eindigt.Met meest recente peiljaar betreft voorlopige cijfers.  Er worden alleen gegevens gepresenteerd over gebieden met meer dan 25 Hbo-studenten.",CBS/bewerking OIS,mei,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6841,"Onderwijs, jeugd en diversiteit",Onderwijs,OSTUDWO,Studenten WO,Studenten WO,"Aantal bewoners dat staat ingeschreven bij een universiteit.

Het peiljaar heeft betrekking op het jaar waarin het schooljaar eindigt. Met meest recente peiljaar betreft voorlopige cijfers. Er worden alleen gegevens gepresenteerd over gebieden met meer dan 25 WO-studenten.",CBS/bewerking OIS,mei,1 keer per jaar,2,,,F8.,,9,3,0,0,0
6851,"Onderwijs, jeugd en diversiteit",Onderwijs,OSTUDMBO_P,Studenten MBO (%),Studenten MBO (%),"Aandeel van de bewoners dat staat ingeschreven bij een Mbo-opleiding.

Het peiljaar heeft betrekking op het jaar waarin het schooljaar eindigt. Met meest recente peiljaar betreft voorlopige cijfers.  Er worden alleen gegevens gepresenteerd over gebieden met meer dan 25 MBO-studenten.",CBS/bewerking OIS,mei,1 keer per jaar,2,,,F5.1,,1,2,0,0,0
